data,category
"Ensured strict adherence to Statutory Compliances as laid down by the State & Country Laws like Shops &
Establishment Act of 1948 and the Indian Companies Act 1956; steered efforts towards ensuring:
Consistency in infusing the ""company culture approach” across centres & programs and managing stakeholder
expectations
Creation of a scalable, repeatable and sustainable WFP methodology/process as well as HC Database
Management
Optimum Resource Utilization including Manpower, Seats & Infrastructure
Build st learning systems to up-skill and enhance team productivity and efficiency
Build a robust succession planning for the WFM function to ensure consistent and seamless delivery as businesses
mature
Established a process for assessing impacts of all internal & external changes at the Contact Centre including
customer, employee, resource and budgetary impacts; managing 3rd Party Vendors for supporting WFM tools &
extended capabilities for the vertical
As Senior Manager - Workforce Management
July'12 to May'15
Led a team of 35+ Workforce Planning Professionals for spearheading WFM & Planning functions for Telecom Service
Providers with 3000+ employees spread across 2 different centres in India
Managed Command Center Operations - A centralized unit of 15 skilled professional supporting its complex business
operations across 3 contact centers on real time management , proactive planning/scheduling and offered
administrative functionality support
Conducting ongoing checks to identify strengths, weaknesses & opportunities in the Contact Centre and suggesting
ways to enhance workforce & operational efficiencies; monitoring & optimizing key metrics like cost to serve,
revenue & billed hour per associate
Designing & implementing a monitoring / review mechanism and a governance strategy to ensure Contact Centre
strategy & individual department level outcomes are on track; facilitating preparation of MIS reports to keep a track
of operations
Planned & integrated workforce planning with the business planning process for the Vertical as well as business
planning with other functions; spearheaded functions like Capacity Planning, Forecasting, Scheduling, Rostering,
Recruitment and MIS
Analyzing Call Centre Performance History to determine optimum shrinkage and occupancy goals
Assisted in building simulations, staffing models & future projections on business P&L in coordination with
the
Finance team for existing & new business; provided inputs for preparing RFPs for prospective clients
Participated in determining Pricing & Billing, negotiated with the client along with the Business Development Team
and facilitated Monthly Invoice generation for various clients
Leading & monitoring the performance of team members to ensure efficiency in operations and meeting of individual
& group targets; facilitating need-based training programs to enhance their operational efficiency & skill
development
As Manager - Workforce Management - Apr’10 to Jun'12 /Assistant Manager - Workforce Management - Oct'07 to
Feb'10
Led a team of Workforce Planning Professionals for spearheading WEM & Planning functions for Telecom & BFSI
Service Providers as well as business planning with other functions; spearheaded functions like Capacity Planning,
Scheduling, Rostering and MIS
Ensured execution of FTE Recruitment Plan to match business growth & increased customer demand in a rapidly
changing environment (Capacity & Manpower Planning); provided assistance to the Finance Team in determining &
forecasting revenue for the year
Evaluated the 'chaos factor' in the Contact Centre and suggested processes that resulted in a calmer environment &
better operational results; analysed & monitored statistical information in a timely manner to ensure proper
schedule adherence is maintained
Managed the general staff operations and adherence to client/company metrics while ensuring that
the
organization's goals of cost control, labour utilization and service levels are met on a consistent basis
Worked closely and assist the leadership team in designing strategic plans to meet near term and long term business
objectives
Analysed CMS Statistics
on a daily basis & provided constructive feedback; monitored &
resolved
Performance/Behaviour/Attendance issues with the help of reports generated by MIS Team
",Work_Experience
"Pivotal in selecting, training and managing performance of professionals and providing prompt and objective
coaching & counselling; assigned work to the staff in accordance with the organization's policies
As Team Leader - Workforce Management - Jan'06 to Sep'07 /Senior Executive - Workforce Management - Jan'05 to
Dec'05
",No_Label
"O
",No_Label
"O
",No_Label
"O
",No_Label
"Led a team of Workforce Planning Professionals for spearheading WFM for BFSI Service Providers
Functioned as Team Leader - Ops Support and conducted ongoing analysis of Call Centre Operations & RTA activities
including:
o Facilitating advance planning & scheduling while identifying & implementing changes for improving the level of
quality and efficiency as measured by client's KPIs (Service Levels, Abandoned Rate & AHT)
Monitoring ongoing call arrivals, Agent & TL productivity; determining Agent & TL staffing to meet client SLAs &
productivity goals
Reviewing and analyzing Contact Centre Performance Reports against targets and investigating all performance
compromises
Creating and implementing Daily Reporting Procedures to review status of hourly service for site management
Supported the Intraday in Real-time monitoring of call flow for all the programs to meet the 12 hourly compliance
per the defined SLAs and also getting the feedback from the Intraday on the changing trends, unusual spikes or
surges
Ensured that production is not affected by timely escalating issues to appropriate departments in case of any system
or tool failure
Interacted with Client & Operational Teams to accurately forecast call volumes, analyze historical call volume,
determine future scheduling and staffing levels using Aspect e-WFM while considering future training and new hire
numbers
Compiled & interpreted statistical information to calculate & project staffing requirements of dept. (Capacity
Planning) entailing:
Performing a Weekly Site Capacity Count to determine actual facility usage
Preparing a Weekly Capacity Reports detailing facility usage and open seat capacity
As Resource Coordinator - Workforce Management - Jan'04 to Dec'04
Closely monitored key contractual SLA's track and record exceptions impacting performance delivery
Formulated and implemented Contingency Staffing Models; coordinated with Workforce Analysts & Operations
Managers across sites to identify opportunities for service level improvements and cost efficiencies
Managing the staff and identifying & driving performance improvement opportunities at the center level
Ensured deliverables are prepared to satisfy the program requirements, cost and schedule
Established and maintained robust communications channel and monitored events that may impact call volumes;
implemented Fail Safe Load Balancing to maintain & enhance occupancy and Agent utilization
Prepared and drafted various reports using Aspect e-WFM & other tools and sending it to Client, Process Owners
and the respective departments from time to time; led the MIS & Intraday and proactively took appropriate
decisions when required
",No_Label
"O
",No_Label
"O
",No_Label
"ACADEMIC DETAILS
",No_Label
"Master of Business Administration in Finance from Sikkim Manipal University 2010
",Education
"B.Com. from R.N. Shah College of Commerce and Economics, Mumbai University in 2002
WORKSHOPS / TRAININGS
Aspect eWFM Workforce Management Application
Workshop on Fin Tune (Firstsource) - Training on Finance for Non-Finance Professionals
Training on Forecasting Techniques & Modelling by QAI
Training on Six Thinking Hats (Edward De bono) - By LMD at (Firstsource)
Training on Lateral Thinking Methods (Edward De bono) - By LMD at (Firstsource)
Trained on Six Sigma Yellow & Green Belt
Attended various seminars organized by NICE Total View and Aspect on WEM
Various professional trainings on Business Excellence, Customer Excellence and People Excellence
",Education
"TANJUNAL DETAILS
",No_Label
"Date of Birth: 02nd August 1981 | Languages Known: English and Hindi
",Personal
"Address: A-401, Shree Shashwat Complex Bldg. 11, Near Pleasant Park, Mira Bhayandar (East), Thane - 401107, India
",Personal
"Industry Preference: Open | Location Preference: Mumbai
",No_Label
"RESUME
",No_Label
"Mrs. VIJETA. S. HEGADI
",Personal
"Mailto: vijjukanavalli@gmail.com
Mobile: +919146045012
",Personal
"Objective: Seeking a challenging position to utilize my skills and abilities in the Industry, with an
opportunity for ample growth & professional development, where I can put my best efforts.
",No_Label
"Work Experience: I have over all 5 years of experience in Finance and Accounts. Which is including
Experience is related to Accounts payable process, interacting with other group companies for accounts
purposes, negotiation and settlements.
",No_Label
"Previous Employer:
CA Office Bharat Ugile
Designation: Accountant (Jan 2017 to Feb 2018).
Job profile: Here I am working as an Accountant. Responsible for preparing Sales Tax & Excise Duty
working & filling Annual Audit returns and also preparing Balance Sheet.
",Work_Experience
"Description of the job and key result areas:
",No_Label
".
",No_Label
".
",No_Label
".
",No_Label
"Preparing Tax working and filing tax returns.
GST working & Filing return.
Auditing financial information.
M vat returns uploading through Tax Power Software & generating challans.
Filling ITR & Balance Sheet through Win man Software.
Review and audit all accounts payable, cash receipts, payroll, utility billing, and other
accounting records and transactions, ensure money is posted to correct accounts and that all
accounts balance
Reconcile financial ledgers and records; prepare financial statements and reports, general and
subsidiary ledgers and resolve discrepancies.
",No_Label
